epoch,loss,lr,mae,rmse,val_loss,val_mae,val_rmse
23,0.34126168489456177,0.0005,0.11380049586296082,0.14575651288032532,0.3599051237106323,0.17653915286064148,0.21085429191589355
24,0.33253639936447144,0.0005,0.11266250908374786,0.14577393233776093,0.33836111426353455,0.1492193341255188,0.17776483297348022
25,0.3221711814403534,0.0005,0.10719846189022064,0.1397104263305664,0.33310383558273315,0.15467426180839539,0.186870738863945
26,0.31369638442993164,0.0005,0.10590049624443054,0.13987039029598236,0.32840052247047424,0.16183428466320038,0.196663036942482
27,0.30435147881507874,0.0005,0.10262653231620789,0.1364944726228714,0.3237557113170624,0.1518799066543579,0.20588147640228271
28,0.2968887686729431,0.0005,0.1052781417965889,0.1394311934709549,0.31087392568588257,0.14432331919670105,0.19412438571453094
29,0.2858806550502777,0.0005,0.09804555773735046,0.12870919704437256,0.3018156588077545,0.15784217417240143,0.19161728024482727
30,0.27770331501960754,0.0005,0.09817898273468018,0.12815329432487488,0.29325005412101746,0.1458253115415573,0.19006039202213287
31,0.27160751819610596,0.0005,0.10306505858898163,0.13492342829704285,0.2789766490459442,0.14497928321361542,0.17211192846298218
32,0.2630757987499237,0.0005,0.09772828966379166,0.13185974955558777,0.2664995491504669,0.14022912085056305,0.1574597805738449
33,0.254313588142395,0.0005,0.09555786848068237,0.12731137871742249,0.25271812081336975,0.10230729728937149,0.13612055778503418
34,0.24640052020549774,0.0005,0.09502274543046951,0.1254715472459793,0.2515464127063751,0.11766065657138824,0.1572437733411789
35,0.23951154947280884,0.0005,0.09512311220169067,0.12695613503456116,0.24166490137577057,0.11922978609800339,0.14828014373779297
36,0.23263633251190186,0.0005,0.09384574741125107,0.12774087488651276,0.24783052504062653,0.13554079830646515,0.18753090500831604
37,0.22375723719596863,0.0005,0.08985258638858795,0.11999308317899704,0.22579503059387207,0.10545572638511658,0.14147640764713287
38,0.21941415965557098,0.0005,0.09553119540214539,0.1292409598827362,0.21965330839157104,0.11247178912162781,0.14258986711502075
39,0.21061566472053528,0.0005,0.09305974096059799,0.12014422565698624,0.22122518718242645,0.1135047972202301,0.16871728003025055
40,0.2035466879606247,0.0005,0.0883864238858223,0.11780083924531937,0.22079187631607056,0.14706192910671234,0.18566466867923737
41,0.19937123358249664,0.0005,0.09558767825365067,0.12673690915107727,0.20442530512809753,0.12191604822874069,0.156159907579422
42,0.19035375118255615,0.0005,0.08520165085792542,0.11519649624824524,0.19972871243953705,0.14230479300022125,0.160785973072052
43,0.1841762214899063,0.0005,0.08685600012540817,0.11468111723661423,0.18987224996089935,0.11112632602453232,0.14817337691783905
44,0.17833463847637177,0.0005,0.08431609719991684,0.11494378745555878,0.191522479057312,0.14797674119472504,0.1715177297592163
45,0.17314380407333374,0.0005,0.08770804852247238,0.11678095161914825,0.17605721950531006,0.10856005549430847,0.13938267529010773
46,0.16702179610729218,0.0005,0.08473272621631622,0.11417677998542786,0.1756647527217865,0.12380187213420868,0.15665745735168457
47,0.16090798377990723,0.0005,0.08340983092784882,0.11121079325675964,0.17105627059936523,0.13104476034641266,0.15908904373645782
48,0.15548352897167206,0.0005,0.08317215740680695,0.11064223945140839,0.1596623957157135,0.1175006777048111,0.1383361518383026
49,0.15016941726207733,0.0005,0.08115243911743164,0.10991410911083221,0.15788015723228455,0.13064424693584442,0.14976584911346436
50,0.1472354531288147,0.0005,0.0886920616030693,0.11800793558359146,0.1584465354681015,0.13369283080101013,0.16598725318908691
51,0.14054259657859802,0.0005,0.08131147176027298,0.10927990078926086,0.1552349179983139,0.13845370709896088,0.17069070041179657
52,0.13627804815769196,0.0005,0.08111369609832764,0.11140123009681702,0.15152747929096222,0.13137198984622955,0.1733863800764084
53,0.13105344772338867,0.0005,0.08027373999357224,0.1083928719162941,0.15106312930583954,0.14227834343910217,0.18464507162570953
54,0.12548252940177917,0.0005,0.07523417472839355,0.10304179042577744,0.1474042683839798,0.12930549681186676,0.18658475577831268
55,0.12375302612781525,0.0005,0.08334527164697647,0.11453947424888611,0.13825608789920807,0.1309535652399063,0.1724672168493271
56,0.11731413006782532,0.0005,0.07671324163675308,0.10354893654584885,0.13430753350257874,0.1280439794063568,0.17272540926933289
57,0.11263462156057358,0.0005,0.07521366328001022,0.10034462064504623,0.12709824740886688,0.11869625002145767,0.16308990120887756
58,0.11061850190162659,0.0005,0.08120835572481155,0.10932990163564682,0.11910528689622879,0.10493548959493637,0.1497587412595749
59,0.10680091381072998,0.0005,0.08149192482233047,0.10841474682092667,0.1202724277973175,0.12653392553329468,0.1645246297121048
60,0.10224685072898865,0.0005,0.07734725624322891,0.10372604429721832,0.12520016729831696,0.1473492681980133,0.18860715627670288
61,0.09941355884075165,0.0005,0.08089888840913773,0.10699288547039032,0.12358405441045761,0.1513962298631668,0.1933910846710205
62,0.09718219190835953,0.0005,0.08188372105360031,0.11220282316207886,0.11069849878549576,0.11447909474372864,0.1667654812335968
63,0.0920487716794014,0.0005,0.07797103375196457,0.10284113138914108,0.09149740636348724,0.07996805012226105,0.10798139125108719
64,0.08945070207118988,0.0005,0.07723571360111237,0.10548849403858185,0.09339529275894165,0.09939329326152802,0.12935513257980347
65,0.08498743921518326,0.0005,0.07311125099658966,0.09901387989521027,0.09944640100002289,0.13384151458740234,0.16080859303474426
66,0.08373687416315079,0.0005,0.0789576843380928,0.10745307058095932,0.0848657563328743,0.10059839487075806,0.11911425739526749
67,0.07934413105249405,0.0005,0.0743512287735939,0.09967007488012314,0.09943754225969315,0.14526070654392242,0.17733584344387054
68,0.07633710652589798,0.0005,0.07266464829444885,0.09827154874801636,0.0911363735795021,0.13312196731567383,0.1609024852514267
69,0.07441163063049316,0.0005,0.07438403367996216,0.10211604833602905,0.08763623237609863,0.10539635270833969,0.1580558717250824
70,0.07146520167589188,0.0005,0.07282396405935287,0.09985052049160004,0.09393226355314255,0.13679304718971252,0.18365174531936646
71,0.06918986141681671,0.0005,0.07613103836774826,0.10085252672433853,0.08438760042190552,0.1269649714231491,0.1632450968027115
72,0.06730278581380844,0.0005,0.07519281655550003,0.10301710665225983,0.07452858239412308,0.1057262048125267,0.1379014253616333
73,0.06459358334541321,0.0005,0.07527583837509155,0.10071413218975067,0.06530529260635376,0.08003460615873337,0.1094464585185051
74,0.06206931546330452,0.0005,0.07338736206293106,0.09886778146028519,0.0907224714756012,0.14735592901706696,0.19886992871761322
75,0.060370463877916336,0.0005,0.0734817385673523,0.10101039707660675,0.09335462003946304,0.15794606506824493,0.2103436440229416
76,0.056714072823524475,0.0005,0.06920266151428223,0.09263910353183746,0.0792701318860054,0.1460411101579666,0.1794678270816803
77,0.05504031106829643,0.0005,0.07059098035097122,0.09458979964256287,0.08088333159685135,0.13890348374843597,0.18928256630897522
78,0.05365394800901413,0.0005,0.07188915461301804,0.09745889902114868,0.08179637044668198,0.13895878195762634,0.19641952216625214
79,0.0542229525744915,0.0005,0.07999846339225769,0.108429916203022,0.0696956068277359,0.12402840703725815,0.1671987771987915
80,0.050782397389411926,0.0005,0.0724048838019371,0.09906193614006042,0.07800253480672836,0.1544203907251358,0.19476023316383362
81,0.04982085898518562,0.0005,0.07398173213005066,0.1027740091085434,0.05893393233418465,0.10305861383676529,0.14328551292419434
82,0.04691942408680916,0.0005,0.07077700644731522,0.09624280035495758,0.0636390745639801,0.12108864635229111,0.16368257999420166
83,0.04560030996799469,0.0005,0.07204035669565201,0.09733951091766357,0.06031183525919914,0.12395397573709488,0.15804556012153625
84,0.04322981461882591,0.0005,0.06695661693811417,0.09263922274112701,0.06640206277370453,0.13332350552082062,0.18022829294204712
85,0.04323814809322357,0.0005,0.07351037114858627,0.09991829097270966,0.06010405346751213,0.11642075330018997,0.16595591604709625
86,0.04049362242221832,0.0005,0.06830538064241409,0.09242206811904907,0.05856126919388771,0.1280232071876526,0.1652194857597351
87,0.03975270688533783,0.0005,0.07013116031885147,0.09515773504972458,0.049853794276714325,0.09742321819067001,0.14061182737350464
88,0.038127269595861435,0.0005,0.06827641278505325,0.09298054873943329,0.052302286028862,0.12634064257144928,0.15320560336112976
89,0.03713799640536308,0.0005,0.06982579082250595,0.09426826983690262,0.06264182925224304,0.13483184576034546,0.1871138960123062
90,0.036299336701631546,0.0005,0.06929147243499756,0.09590709954500198,0.055076953023672104,0.12858007848262787,0.16892260313034058
91,0.03575485572218895,0.0005,0.0734461322426796,0.09853880107402802,0.07492335885763168,0.16644948720932007,0.22227728366851807
92,0.0344318225979805,0.0005,0.07061506807804108,0.09678301215171814,0.06011146679520607,0.13268819451332092,0.1884739100933075
93,0.03412545099854469,0.0005,0.07207027822732925,0.09986766427755356,0.06231015920639038,0.14129678905010223,0.19661881029605865
94,0.032684601843357086,0.0005,0.06988160312175751,0.09653269499540329,0.056374624371528625,0.13314411044120789,0.18282242119312286
95,0.030973099172115326,0.0005,0.0669725090265274,0.09205010533332825,0.04037080705165863,0.111635223031044,0.1355394572019577
96,0.030448244884610176,0.0005,0.06967984884977341,0.09433744847774506,0.05960191413760185,0.16054163873195648,0.1962747871875763
97,0.03012600541114807,0.0005,0.07059890031814575,0.09650369733572006,0.05315811559557915,0.1360565721988678,0.18082232773303986
98,0.029346905648708344,0.0005,0.07030893862247467,0.09600198268890381,0.03584463521838188,0.09852168709039688,0.12673047184944153
99,0.030332855880260468,0.0005,0.07548737525939941,0.10294698923826218,0.037313465029001236,0.1080990806221962,0.13347136974334717
100,0.028846491128206253,0.0005,0.0712679997086525,0.0985429435968399,0.044654712080955505,0.13248272240161896,0.16103516519069672
101,0.02730809710919857,0.0005,0.06874101608991623,0.09468063712120056,0.03942957893013954,0.11206834763288498,0.14662006497383118
102,0.025900017470121384,0.0005,0.06624751538038254,0.09117451310157776,0.05594572424888611,0.1442992091178894,0.19681821763515472
103,0.02613012306392193,0.0005,0.07013089954853058,0.09595814347267151,0.03847145289182663,0.11150335520505905,0.14797630906105042
104,0.025423705577850342,0.0005,0.06848683208227158,0.09555478394031525,0.040775325149297714,0.11518210917711258,0.15751594305038452
105,0.024438709020614624,0.0005,0.06773331016302109,0.09383877366781235,0.03657970950007439,0.09996871650218964,0.14597171545028687
106,0.023876432329416275,0.0005,0.06895560026168823,0.09395242482423782,0.06557047367095947,0.16585853695869446,0.22531330585479736
107,0.024358924478292465,0.0005,0.07162890583276749,0.09906407445669174,0.07118487358093262,0.1838340014219284,0.23861876130104065
108,0.023007690906524658,0.0005,0.06860138475894928,0.09498532861471176,0.05027804151177406,0.1381014734506607,0.19121626019477844
109,0.02243620716035366,0.00025,0.06932714581489563,0.09397605061531067,0.045525893568992615,0.13556422293186188,0.17908234894275665
110,0.0216714758425951,0.00025,0.06602347642183304,0.09149682521820068,0.04817627742886543,0.13642895221710205,0.18721412122249603
111,0.020831523463129997,0.00025,0.06459050625562668,0.08862335979938507,0.04665549844503403,0.13008366525173187,0.18397067487239838
112,0.0205268245190382,0.00025,0.06363481283187866,0.08867215365171432,0.03397475928068161,0.10883128643035889,0.14653095602989197
113,0.019572414457798004,0.00025,0.06046680733561516,0.08490772545337677,0.030375206843018532,0.10377451032400131,0.13478028774261475
114,0.019231298938393593,0.00025,0.06018555536866188,0.08462728559970856,0.03014981560409069,0.10747925192117691,0.13503924012184143
115,0.01920405589044094,0.00025,0.06228553503751755,0.08617063611745834,0.034071024507284164,0.11806948482990265,0.14977866411209106
116,0.018795432522892952,0.00025,0.06109105795621872,0.08536382019519806,0.02952585741877556,0.11140690743923187,0.13475856184959412
117,0.020004358142614365,0.00025,0.06926990300416946,0.0934956967830658,0.03786090761423111,0.1366943120956421,0.16339735686779022
118,0.019089732319116592,0.00025,0.06232130154967308,0.08961221575737,0.028849462047219276,0.10636012256145477,0.13381421566009521
119,0.01832922361791134,0.00025,0.0626135841012001,0.08647061139345169,0.04108816757798195,0.1268308162689209,0.17416135966777802
120,0.018372798338532448,0.00025,0.06283804029226303,0.08784405887126923,0.026252377778291702,0.08716314285993576,0.1253271996974945
121,0.017744267359375954,0.00025,0.06269010901451111,0.08548352122306824,0.03176366910338402,0.11634103953838348,0.14643336832523346
122,0.01776319183409214,0.00025,0.06256103515625,0.086147740483284,0.02909088134765625,0.09611891210079193,0.13705024123191833
123,0.018266012892127037,0.00025,0.06611623615026474,0.0896986648440361,0.03575374186038971,0.1279449462890625,0.16012923419475555
124,0.01734757609665394,0.00025,0.0627446323633194,0.0856873095035553,0.03939783573150635,0.11714370548725128,0.17177027463912964
125,0.017187999561429024,0.00025,0.06127983704209328,0.08599309623241425,0.04236704111099243,0.12923069298267365,0.1807769238948822
126,0.01775299571454525,0.00025,0.06533853709697723,0.08993158489465714,0.03738407790660858,0.12844589352607727,0.16664892435073853
127,0.017343340441584587,0.00025,0.06509509682655334,0.08830771595239639,0.022584915161132812,0.09082196652889252,0.11453349143266678
128,0.016874048858880997,0.00025,0.06332433968782425,0.08653082698583603,0.03109346330165863,0.11013153195381165,0.1477053314447403
129,0.017171315848827362,0.00025,0.06429532915353775,0.08943173289299011,0.04177199304103851,0.12976707518100739,0.1808352768421173
130,0.016591504216194153,0.00025,0.06314175575971603,0.087239108979702,0.04422662779688835,0.15105125308036804,0.1880004107952118
131,0.016577159985899925,0.00025,0.06342717260122299,0.08819514513015747,0.04303096979856491,0.1354745328426361,0.18524989485740662
132,0.016303515061736107,0.00025,0.06199261546134949,0.08759338408708572,0.02692248299717903,0.11609238386154175,0.1355808675289154
133,0.016035139560699463,0.00025,0.0627206340432167,0.08696455508470535,0.042030006647109985,0.13588571548461914,0.1833525449037552
134,0.0160260871052742,0.00025,0.06396503746509552,0.08765573054552078,0.04581153392791748,0.1456710249185562,0.19380536675453186
135,0.015747124329209328,0.00025,0.062205810099840164,0.08698473870754242,0.03600291907787323,0.10980138182640076,0.1670374572277069
136,0.014875455759465694,0.00025,0.05916230380535126,0.08276857435703278,0.03787803277373314,0.11661940813064575,0.17305107414722443
137,0.015260324813425541,0.00025,0.06254982948303223,0.08612173050642014,0.04567519202828407,0.13905413448810577,0.1947305053472519
138,0.01465280819684267,0.000125,0.05917571112513542,0.08332331478595734,0.039286501705646515,0.12054251879453659,0.1778423935174942
139,0.01453580241650343,0.000125,0.05928356572985649,0.0832127183675766,0.047387730330228806,0.13814249634742737,0.19957256317138672
140,0.013992312364280224,0.000125,0.05726424232125282,0.0805075466632843,0.04175892099738121,0.12264861166477203,0.18520858883857727
141,0.014562917873263359,0.000125,0.060867879539728165,0.08457222580909729,0.03031403385102749,0.10187237709760666,0.151498943567276
142,0.014705567620694637,0.000125,0.06215890869498253,0.08589515835046768,0.038514427840709686,0.1332423985004425,0.1766938865184784
143,0.01377028413116932,0.000125,0.05807168781757355,0.08073073625564575,0.045062169432640076,0.13288059830665588,0.1945698857307434
144,0.014496027491986752,0.000125,0.060197651386260986,0.08563420921564102,0.04757991060614586,0.1357497125864029,0.20114339888095856
145,0.01415241602808237,0.000125,0.0602196529507637,0.08404868096113205,0.05571076273918152,0.15765099227428436,0.22060023248195648
146,0.013728543184697628,0.000125,0.058839257806539536,0.08197984099388123,0.04793315753340721,0.1428585797548294,0.20239968597888947
147,0.013217629864811897,0.000125,0.058012258261442184,0.07921312749385834,0.02524055354297161,0.09278814494609833,0.1354021281003952
