epoch,loss,lr,mae,rmse,val_loss,val_mae,val_rmse
35,0.023422429338097572,0.001,0.0679522231221199,0.09328488260507584,0.06044090539216995,0.1821349561214447,0.21472865343093872
36,0.024506717920303345,0.001,0.07748817652463913,0.10106551647186279,0.0230055283755064,0.07617615163326263,0.09551125019788742
37,0.021794160827994347,0.001,0.07129588723182678,0.09264738857746124,0.033308494836091995,0.1164066419005394,0.14406900107860565
38,0.02297506295144558,0.001,0.07690311223268509,0.10282577574253082,0.03426019102334976,0.12814344465732574,0.14785216748714447
39,0.021243663504719734,0.001,0.07351142913103104,0.09621027112007141,0.0175529345870018,0.05635271966457367,0.07795513421297073
40,0.021457262337207794,0.001,0.0770852193236351,0.10164956003427505,0.027347078546881676,0.11043820530176163,0.12824733555316925
41,0.02381991222500801,0.001,0.08703422546386719,0.11398142576217651,0.03482365608215332,0.12039218842983246,0.15559113025665283
42,0.02135619893670082,0.001,0.07640256732702255,0.10478631407022476,0.026630692183971405,0.10131873190402985,0.12870186567306519
43,0.018589621409773827,0.001,0.07161130011081696,0.09362815320491791,0.016051849350333214,0.0606628842651844,0.08100593090057373
44,0.018696056678891182,0.001,0.07190559804439545,0.09703288972377777,0.015885604545474052,0.06167609244585037,0.08252816647291183
45,0.01784609816968441,0.001,0.0725780725479126,0.09451230615377426,0.019445115700364113,0.08126465231180191,0.10400307923555374
46,0.017114408314228058,0.001,0.07061111181974411,0.09349003434181213,0.017429694533348083,0.07543431222438812,0.0964156985282898
47,0.016634421423077583,0.001,0.06983736902475357,0.09212888032197952,0.02233114279806614,0.09767836332321167,0.11961109191179276
48,0.01524549163877964,0.001,0.06441422551870346,0.08648742735385895,0.01433306373655796,0.0620846189558506,0.08293024450540543
49,0.014246712438762188,0.001,0.061251990497112274,0.08350763469934464,0.016338491812348366,0.07367272675037384,0.09576790034770966
50,0.016449037939310074,0.001,0.07528843730688095,0.09683475643396378,0.014153755269944668,0.06430592387914658,0.0849931389093399
51,0.016450978815555573,0.001,0.07415109127759933,0.0981311947107315,0.013095852918922901,0.05956127122044563,0.07992401719093323
52,0.016453035175800323,0.001,0.0739150196313858,0.09855376183986664,0.01630972884595394,0.07510735094547272,0.09880015254020691
53,0.014000169932842255,0.001,0.06635084003210068,0.08745871484279633,0.016569312661886215,0.08107426017522812,0.10204247385263443
54,0.013731000013649464,0.001,0.06722387671470642,0.08776404708623886,0.025597721338272095,0.11070368438959122,0.14028789103031158
55,0.013570384122431278,0.001,0.06838644295930862,0.0878128781914711,0.020143164321780205,0.09702644497156143,0.11969681084156036
56,0.012853170745074749,0.001,0.06451453268527985,0.08518275618553162,0.014616374857723713,0.07235241681337357,0.09537560492753983
57,0.014419661834836006,0.001,0.07183457911014557,0.09465058892965317,0.011595816351473331,0.058208663016557693,0.0794953852891922
58,0.014903366565704346,0.001,0.07477850466966629,0.09814701974391937,0.011007663793861866,0.050373684614896774,0.07474607229232788
59,0.015451770275831223,0.001,0.07634321600198746,0.1005673035979271,0.013873264193534851,0.072683185338974,0.09346325695514679
60,0.013389362022280693,0.001,0.06775379180908203,0.0909089744091034,0.01485616434365511,0.07505977153778076,0.09901301562786102
61,0.012358324602246284,0.001,0.06553502380847931,0.08640363067388535,0.036982592195272446,0.15863244235515594,0.17919249832630157
62,0.011811593547463417,0.001,0.06255114078521729,0.08293545991182327,0.023864636197686195,0.1198522299528122,0.13869786262512207
63,0.012547081336379051,0.001,0.0669986754655838,0.08937317878007889,0.011658021248877048,0.06581565737724304,0.08489475399255753
64,0.013159717433154583,0.001,0.07082130759954453,0.09312126040458679,0.010585551150143147,0.05533135309815407,0.07674252241849899
65,0.011915612034499645,0.001,0.06557673960924149,0.08618186414241791,0.04365343227982521,0.18152806162834167,0.19822412729263306
66,0.014417851343750954,0.001,0.0789865180850029,0.1007341593503952,0.0221791323274374,0.11698295921087265,0.1347009837627411
67,0.011464441195130348,0.001,0.06503996253013611,0.08623196184635162,0.015321671962738037,0.08485585451126099,0.10574200004339218
68,0.012116815894842148,0.001,0.067683644592762,0.08947966992855072,0.021717919036746025,0.11008035391569138,0.13268008828163147
69,0.011785902082920074,0.001,0.06790691614151001,0.08889971673488617,0.020295104011893272,0.10961826145648956,0.12901659309864044
70,0.010689505375921726,0.001,0.06271807849407196,0.0834948867559433,0.010251971893012524,0.06090904399752617,0.0805361270904541
71,0.011726138181984425,0.001,0.06780406087636948,0.08930759876966476,0.010448265820741653,0.054534800350666046,0.08136307448148727
72,0.011699531227350235,0.001,0.06656666100025177,0.08945207297801971,0.01152404397726059,0.06779033690690994,0.08917631953954697
73,0.012477711774408817,0.001,0.07293140888214111,0.09355750679969788,0.008630870841443539,0.047714848071336746,0.07139865309000015
74,0.011894838884472847,0.001,0.06916624307632446,0.0913834422826767,0.015444193035364151,0.0865170881152153,0.10880148410797119
75,0.010784471407532692,0.001,0.06386428326368332,0.08464279770851135,0.011547495611011982,0.07060558348894119,0.09073100984096527
76,0.011512656696140766,0.001,0.06998047977685928,0.09101005643606186,0.00947840791195631,0.055496517568826675,0.07736621797084808
77,0.0099280821159482,0.001,0.06063259020447731,0.07977715134620667,0.008219187147915363,0.04731225594878197,0.07111617922782898
78,0.011227861978113651,0.001,0.06619645655155182,0.08921652287244797,0.017907101660966873,0.10068140178918839,0.12104532867670059
79,0.01052906271070242,0.001,0.06460926681756973,0.08509758859872818,0.011569264344871044,0.07085947692394257,0.09170746803283691
80,0.011187512427568436,0.001,0.06786908954381943,0.08917137235403061,0.01402739342302084,0.08180613070726395,0.10520043224096298
81,0.012163800187408924,0.001,0.07095366716384888,0.09323692321777344,0.05667825788259506,0.214797705411911,0.2307540327310562
82,0.010429761372506618,0.001,0.064006507396698,0.08486788719892502,0.027312180027365685,0.1311410665512085,0.15623323619365692
83,0.009318132884800434,0.001,0.05990791320800781,0.07969335466623306,0.045609910041093826,0.18115735054016113,0.206756591796875
84,0.010891828685998917,0.001,0.06667175143957138,0.08901339024305344,0.020328545942902565,0.11166952550411224,0.13216345012187958
85,0.009230674244463444,0.001,0.0586402490735054,0.07948028296232224,0.009901980869472027,0.06247250735759735,0.08393333852291107
86,0.008931409567594528,0.001,0.059658754616975784,0.07914668321609497,0.016250446438789368,0.09435613453388214,0.11674677580595016
87,0.009590237401425838,0.001,0.06268084049224854,0.08228059858083725,0.016902128234505653,0.09776019304990768,0.1187782734632492
88,0.009755481034517288,0.0005,0.06444361060857773,0.08457943797111511,0.011555050499737263,0.07537101209163666,0.0954689159989357
89,0.009114986285567284,0.0005,0.06252624839544296,0.08274524658918381,0.021238364279270172,0.11665927618741989,0.13825352489948273
90,0.009099536575376987,0.0005,0.0644853338599205,0.08350370079278946,0.021597791463136673,0.11769494414329529,0.13965629041194916
91,0.009134786203503609,0.0005,0.06264945864677429,0.08328083157539368,0.011980234645307064,0.07746788114309311,0.09913049638271332
92,0.007791589479893446,0.0005,0.05627264454960823,0.07482289522886276,0.00850647408515215,0.058419954031705856,0.0794035866856575
93,0.007265991065651178,0.0005,0.05546480044722557,0.07220804691314697,0.011048651300370693,0.07588440924882889,0.09503406286239624
94,0.007449345663189888,0.0005,0.05666838213801384,0.07417649030685425,0.02439039945602417,0.1311924308538437,0.15000136196613312
95,0.00776746217161417,0.0005,0.05939850956201553,0.0764911025762558,0.025865359231829643,0.13278575241565704,0.1545618176460266
96,0.007883324287831783,0.0005,0.0587938167154789,0.07670244574546814,0.008673978969454765,0.05842263624072075,0.08123540878295898
97,0.008401544764637947,0.0005,0.06181154027581215,0.07969564944505692,0.018405267968773842,0.11128789931535721,0.12795837223529816
